State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Telangana,2021,2,Merchant payments,205232899,123207789311.29622,Southern Region
Telangana,2021,2,Recharge & bill payments,58637866,31877277168.34322,Southern Region
Telangana,2021,2,Financial Services,278546,300569264.1443888,Southern Region
Telangana,2021,2,Others,856400,420723415.91505665,Southern Region
Telangana,2021,3,Merchant payments,286735350,159227310549.39362,Southern Region
Telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405,Southern Region
Telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624,Southern Region
Telangana,2021,3,Financial Services,235519,329138539.4612142,Southern Region
Telangana,2021,3,Others,1734852,543116826.3422191,Southern Region
Telangana,2021,4,Merchant payments,376584215,212974766412.0155,Southern Region
Telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016,Southern Region
Telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789,Southern Region
Telangana,2021,4,Financial Services,298871,392141743.6705663,Southern Region
Telangana,2021,4,Others,855060,639658842.8998816,Southern Region
Telangana,2022,1,Merchant payments,449186799,243841863780.67932,Southern Region
Telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.705,Southern Region
Telangana,2022,1,Recharge & bill payments,66352138,50470450179.882545,Southern Region
Telangana,2022,1,Financial Services,284035,394283511.9410973,Southern Region
Telangana,2022,1,Others,2582005,642005688.7661512,Southern Region
Telangana,2022,2,Merchant payments,565370506,307468406704.909,Southern Region
Telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835,Southern Region
Telangana,2022,2,Recharge & bill payments,75099130,63136761649.393105,Southern Region
Telangana,2022,2,Financial Services,245023,324857780.5553103,Southern Region
Telangana,2022,2,Others,611316,470432687.3850265,Southern Region
Telangana,2022,3,Merchant payments,880414292,447150646953.73694,Southern Region
Telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.5298,Southern Region
Telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194,Southern Region
Telangana,2022,3,Financial Services,340458,442783619.091239,Southern Region
Telangana,2022,3,Others,800064,621900924.4423015,Southern Region
Telangana,2022,4,Merchant payments,1002521735,491556008133.5354,Southern Region
Telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.851,Southern Region
Telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021,Southern Region
Telangana,2022,4,Financial Services,401838,498719426.00543725,Southern Region
Telangana,2022,4,Others,782297,680680558.3343163,Southern Region
Tripura,2018,1,Recharge & bill payments,86819,14079439.56990594,North-Eastern Region
Tripura,2018,1,Peer-to-peer payments,44844,112229994.97675669,North-Eastern Region
Tripura,2018,1,Financial Services,4842,672247.5881710155,North-Eastern Region
Tripura,2018,1,Merchant payments,4833,6080959.882836086,North-Eastern Region
Tripura,2018,1,Others,6819,4916272.512952799,North-Eastern Region
Tripura,2018,2,Recharge & bill payments,118171,22554398.15273035,North-Eastern Region
Tripura,2018,2,Peer-to-peer payments,73821,197666881.87296882,North-Eastern Region
Tripura,2018,2,Merchant payments,9621,10570951.15156878,North-Eastern Region
Tripura,2018,2,Financial Services,6925,1264101.904810368,North-Eastern Region
Tripura,2018,2,Others,6021,4835385.634057636,North-Eastern Region
Tripura,2018,3,Peer-to-peer payments,186065,398867427.3246338,North-Eastern Region
Tripura,2018,3,Recharge & bill payments,156308,33484811.21282282,North-Eastern Region
Tripura,2018,3,Merchant payments,21476,16092396.41113394,North-Eastern Region
Tripura,2018,3,Financial Services,8106,1080000.0112896338,North-Eastern Region
Tripura,2018,3,Others,5748,4338753.080712541,North-Eastern Region
Tripura,2018,4,Recharge & bill payments,204720,38334816.66379926,North-Eastern Region
Tripura,2018,4,Peer-to-peer payments,179739,549068822.3729683,North-Eastern Region
Tripura,2018,4,Merchant payments,50888,31066467.63339032,North-Eastern Region
Tripura,2018,4,Financial Services,6441,1023126.8205747404,North-Eastern Region
Tripura,2018,4,Others,6271,5392365.973713988,North-Eastern Region
Tripura,2019,1,Peer-to-peer payments,296993,679165332.8123899,North-Eastern Region
Tripura,2019,1,Recharge & bill payments,227997,44429378.42277926,North-Eastern Region
Tripura,2019,1,Merchant payments,46642,28109966.31994779,North-Eastern Region
Tripura,2019,1,Financial Services,4189,461473.58856435167,North-Eastern Region
Tripura,2019,1,Others,5105,4728790.472138839,North-Eastern Region
Tripura,2019,2,Peer-to-peer payments,240776,751113516.2256755,North-Eastern Region
Tripura,2019,2,Recharge & bill payments,218649,48989430.60730426,North-Eastern Region
Tripura,2019,2,Merchant payments,64829,35275706.82877502,North-Eastern Region
Tripura,2019,2,Financial Services,1899,339184.3344705297,North-Eastern Region
Tripura,2019,2,Others,6405,6103644.851151889,North-Eastern Region
Tripura,2019,3,Recharge & bill payments,339539,81845425.35425141,North-Eastern Region
Tripura,2019,3,Peer-to-peer payments,270163,884623553.9011385,North-Eastern Region
Tripura,2019,3,Merchant payments,68399,44802063.64430427,North-Eastern Region
Tripura,2019,3,Financial Services,27970,582020.9903208594,North-Eastern Region
Tripura,2019,3,Others,5646,5524358.927209696,North-Eastern Region
Tripura,2019,4,Recharge & bill payments,373779,88001651.28693296,North-Eastern Region
Tripura,2019,4,Peer-to-peer payments,359076,1071507585.9983541,North-Eastern Region
Tripura,2019,4,Merchant payments,62458,51274033.720727704,North-Eastern Region
Tripura,2019,4,Financial Services,2239,377097.66713108413,North-Eastern Region
Tripura,2019,4,Others,4272,4239791.585043055,North-Eastern Region
Tripura,2020,1,Recharge & bill payments,449584,114355218.0351404,North-Eastern Region
Tripura,2020,1,Peer-to-peer payments,366218,1400694933.570157,North-Eastern Region
Tripura,2020,1,Merchant payments,102861,68590603.6377098,North-Eastern Region
Tripura,2020,1,Financial Services,1722,1066651.521721911,North-Eastern Region
Tripura,2020,1,Others,4117,4071399.6237732675,North-Eastern Region
Tripura,2020,2,Recharge & bill payments,600206,163220166.76643568,North-Eastern Region
Tripura,2020,2,Peer-to-peer payments,346863,1501452755.689023,North-Eastern Region
Tripura,2020,2,Merchant payments,97816,99795973.60794038,North-Eastern Region
Tripura,2020,2,Financial Services,2904,2247782.5219734698,North-Eastern Region
Tripura,2020,2,Others,4731,2459205.000588993,North-Eastern Region
Tripura,2020,3,Recharge & bill payments,627363,185201997.27960992,North-Eastern Region
Tripura,2020,3,Peer-to-peer payments,477769,1959371082.9173033,North-Eastern Region
Tripura,2020,3,Merchant payments,202106,190218136.28088412,North-Eastern Region
Tripura,2020,3,Financial Services,3828,3141391.5755430083,North-Eastern Region
Tripura,2020,3,Others,6819,3886908.1625436572,North-Eastern Region
Tripura,2020,4,Peer-to-peer payments,650386,2683789889.83192,North-Eastern Region
Tripura,2020,4,Recharge & bill payments,631611,192385823.4322018,North-Eastern Region
Tripura,2020,4,Merchant payments,357567,296872485.4156503,North-Eastern Region
Tripura,2020,4,Financial Services,4084,3666639.308697606,North-Eastern Region
Tripura,2020,4,Others,8242,5416158.232838955,North-Eastern Region
Tripura,2021,1,Peer-to-peer payments,643366,2821226150.591918,North-Eastern Region
Tripura,2021,1,Recharge & bill payments,508718,173211140.89346513,North-Eastern Region
Tripura,2021,1,Merchant payments,350366,333743281.3210389,North-Eastern Region
Tripura,2021,1,Financial Services,3146,2879929.222833151,North-Eastern Region
Tripura,2021,1,Others,5827,4281067.764165951,North-Eastern Region
Tripura,2021,2,Peer-to-peer payments,703728,2865655130.431326,North-Eastern Region
Tripura,2021,2,Recharge & bill payments,589839,189808502.9050523,North-Eastern Region
Tripura,2021,2,Merchant payments,440060,404915546.51771075,North-Eastern Region
Tripura,2021,2,Financial Services,3656,3503925.3381061675,North-Eastern Region
Tripura,2021,2,Others,7146,4271255.844077852,North-Eastern Region
Tripura,2021,3,Peer-to-peer payments,864329,3491901741.159418,North-Eastern Region
Tripura,2021,3,Recharge & bill payments,620991,215226019.5759628,North-Eastern Region
Tripura,2021,3,Merchant payments,584079,648504775.623629,North-Eastern Region
Tripura,2021,3,Financial Services,2886,3473153.087671739,North-Eastern Region
Tripura,2021,3,Others,8915,5028078.734792852,North-Eastern Region
Tripura,2021,4,Peer-to-peer payments,1060915,4368786747.103016,North-Eastern Region
Tripura,2021,4,Merchant payments,793636,874005407.7140213,North-Eastern Region
Tripura,2021,4,Recharge & bill payments,650251,241225282.0745188,North-Eastern Region
Tripura,2021,4,Financial Services,3635,5073898.6076811645,North-Eastern Region
Tripura,2021,4,Others,12256,7838128.800210228,North-Eastern Region
Tripura,2022,1,Peer-to-peer payments,1221863,4934712034.365204,North-Eastern Region
Tripura,2022,1,Merchant payments,992891,1037265262.6570491,North-Eastern Region
Tripura,2022,1,Recharge & bill payments,641170,262348230.9954375,North-Eastern Region
Tripura,2022,1,Financial Services,4351,5782533.2422681665,North-Eastern Region
Tripura,2022,1,Others,10915,7221703.089884497,North-Eastern Region
Tripura,2022,2,Peer-to-peer payments,1443647,5354182193.788111,North-Eastern Region
Tripura,2022,2,Merchant payments,1322009,1235804019.563663,North-Eastern Region
Tripura,2022,2,Recharge & bill payments,638643,278018856.1783528,North-Eastern Region
Tripura,2022,2,Financial Services,3812,4533635.768901512,North-Eastern Region
Tripura,2022,2,Others,10553,5732336.736273008,North-Eastern Region
Tripura,2022,3,Peer-to-peer payments,1836678,6718925839.047781,North-Eastern Region
Tripura,2022,3,Merchant payments,1660497,1589078400.261532,North-Eastern Region
Tripura,2022,3,Recharge & bill payments,745382,329401812.4140819,North-Eastern Region
Tripura,2022,3,Financial Services,4343,5330626.119674753,North-Eastern Region
Tripura,2022,3,Others,9679,5616127.06807068,North-Eastern Region
Tripura,2022,4,Peer-to-peer payments,2252390,8142233538.414011,North-Eastern Region
Tripura,2022,4,Merchant payments,2054988,1925282618.810984,North-Eastern Region
Tripura,2022,4,Recharge & bill payments,874800,373875271.1987865,North-Eastern Region
Tripura,2022,4,Financial Services,5787,5028488.55453164,North-Eastern Region
Tripura,2022,4,Others,10225,6551901.175783692,North-Eastern Region
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816478,Central Region
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760592,Central Region
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.2754866,Central Region
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99108115,Central Region
Uttar Pradesh,2018,1,Others,570712,447722351.3138524,Central Region
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.4826078,Central Region
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.94554,Central Region
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.267408,Central Region
Uttar Pradesh,2018,2,Financial Services,563213,105536911.8402665,Central Region
Uttar Pradesh,2018,2,Others,521685,572768843.1641636,Central Region
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276,Central Region
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899508,Central Region
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.1169591,Central Region
Uttar Pradesh,2018,3,Financial Services,603303,76605144.65776658,Central Region
Uttar Pradesh,2018,3,Others,544964,493702369.5936288,Central Region
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734,Central Region
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788,Central Region
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.2597933,Central Region
Uttar Pradesh,2018,4,Financial Services,517619,76250539.85851902,Central Region
Uttar Pradesh,2018,4,Others,847573,663216794.1554663,Central Region
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.451485,Central Region
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.956448,Central Region
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.2085333,Central Region
Uttar Pradesh,2019,1,Financial Services,389733,43341558.4853555,Central Region
Uttar Pradesh,2019,1,Others,912840,637066065.9078369,Central Region
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861,Central Region
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685,Central Region
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.452321,Central Region
Uttar Pradesh,2019,2,Financial Services,264091,38169259.945291094,Central Region
Uttar Pradesh,2019,2,Others,1229734,775758168.4201038,Central Region
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97963,Central Region
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595397,Central Region
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24218,Central Region
Uttar Pradesh,2019,3,Financial Services,258548,51363215.14597865,Central Region
Uttar Pradesh,2019,3,Others,1389018,683145478.0865316,Central Region
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326,Central Region
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977,Central Region
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.9687,Central Region
Uttar Pradesh,2019,4,Financial Services,242936,45686806.830938116,Central Region
Uttar Pradesh,2019,4,Others,1239931,433285937.588854,Central Region
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.5617,Central Region
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.65222,Central Region
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.871721,Central Region
Uttar Pradesh,2020,1,Financial Services,139990,64365117.40935904,Central Region
Uttar Pradesh,2020,1,Others,998744,376573949.20359,Central Region
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.36812,Central Region
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693,Central Region
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.57472,Central Region
Uttar Pradesh,2020,2,Financial Services,150360,131930242.90371712,Central Region
Uttar Pradesh,2020,2,Others,412073,209384339.5723213,Central Region
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.7304,Central Region
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413,Central Region
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.83624,Central Region
Uttar Pradesh,2020,3,Financial Services,206210,194129227.54374272,Central Region
Uttar Pradesh,2020,3,Others,586033,303114557.0989778,Central Region
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.7633,Central Region
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.67094,Central Region
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.76192,Central Region
Uttar Pradesh,2020,4,Financial Services,246868,255803306.13741982,Central Region
Uttar Pradesh,2020,4,Others,994576,539071475.9342327,Central Region
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789,Central Region
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.43686,Central Region
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328213,Central Region
Uttar Pradesh,2021,1,Financial Services,250656,266104783.74495733,Central Region
